subject,model,perturbation_type,level,accuracy,f1
6,eegnet,band_limited_noise,10.0,41.66666666666667,0.393916473126804
7,eegnet,band_limited_noise,10.0,27.083333333333332,0.14650273781954476
8,eegnet,band_limited_noise,10.0,66.11111111111111,0.6486081787887592
9,eegnet,band_limited_noise,10.0,57.083333333333336,0.5209358385215942
1,gru,band_limited_noise,10.0,49.86111111111111,0.4799754538524679
2,gru,band_limited_noise,10.0,22.15277777777778,0.2030966881529685
3,gru,band_limited_noise,10.0,48.75,0.48129208978516075
4,gru,band_limited_noise,10.0,34.09722222222223,0.3193772876422693
5,gru,band_limited_noise,10.0,27.638888888888893,0.253632515338567
6,gru,band_limited_noise,10.0,39.583333333333336,0.3834261556558392
7,gru,band_limited_noise,10.0,32.63888888888889,0.23633393523580398
8,gru,band_limited_noise,10.0,51.25,0.48401266553793426
9,gru,band_limited_noise,10.0,54.30555555555556,0.487528860719426
1,lstm,band_limited_noise,10.0,47.70833333333333,0.46996402331357096
2,lstm,band_limited_noise,10.0,25.208333333333336,0.2218889790565508
3,lstm,band_limited_noise,10.0,53.88888888888889,0.5307283502050895
4,lstm,band_limited_noise,10.0,37.98611111111111,0.2815948939217754
5,lstm,band_limited_noise,10.0,24.791666666666664,0.23793944869978353
6,lstm,band_limited_noise,10.0,27.361111111111107,0.15916076190064876
7,lstm,band_limited_noise,10.0,35.277777777777786,0.2927955364632416
8,lstm,band_limited_noise,10.0,53.68055555555556,0.5313079097723061
9,lstm,band_limited_noise,10.0,44.30555555555556,0.4196776808208729
1,riemann_tslr,band_limited_noise,10.0,25.0,0.1002231524563888
2,riemann_tslr,band_limited_noise,10.0,28.194444444444446,0.16224479814156542
3,riemann_tslr,band_limited_noise,10.0,41.875,0.35245684690910906
4,riemann_tslr,band_limited_noise,10.0,27.638888888888893,0.15137874094640566
5,riemann_tslr,band_limited_noise,10.0,26.041666666666668,0.1561841601755831
6,riemann_tslr,band_limited_noise,10.0,24.930555555555554,0.09977715877437326
7,riemann_tslr,band_limited_noise,10.0,31.319444444444446,0.20443184702523687
8,riemann_tslr,band_limited_noise,10.0,25.27777777777778,0.10570229328042127
9,riemann_tslr,band_limited_noise,10.0,25.34722222222222,0.10714748988990941
1,shallow_convnet,band_limited_noise,10.0,68.19444444444444,0.6887406129493389
2,shallow_convnet,band_limited_noise,10.0,27.083333333333332,0.1425767829815818
3,shallow_convnet,band_limited_noise,10.0,72.08333333333333,0.6889493464688277
4,shallow_convnet,band_limited_noise,10.0,49.791666666666664,0.49364298334561435
5,shallow_convnet,band_limited_noise,10.0,27.430555555555554,0.25273639154821936
6,shallow_convnet,band_limited_noise,10.0,47.15277777777778,0.46574569377564945
7,shallow_convnet,band_limited_noise,10.0,29.583333333333332,0.18122288396270309
8,shallow_convnet,band_limited_noise,10.0,75.0,0.750109662415871
9,shallow_convnet,band_limited_noise,10.0,71.52777777777779,0.7110144338765515
1,cfc,band_limited_noise,20.0,47.916666666666664,0.47004799517944457
2,cfc,band_limited_noise,20.0,31.59722222222222,0.2840199742286935
3,cfc,band_limited_noise,20.0,62.916666666666664,0.6023060496102423
4,cfc,band_limited_noise,20.0,43.26388888888889,0.391595957379877
5,cfc,band_limited_noise,20.0,28.47222222222222,0.2797139315806024
6,cfc,band_limited_noise,20.0,29.236111111111107,0.25352204101709186
7,cfc,band_limited_noise,20.0,36.666666666666664,0.2692545736425573
8,cfc,band_limited_noise,20.0,57.847222222222214,0.576135453487335
9,cfc,band_limited_noise,20.0,60.20833333333333,0.5688857818652208
1,eegnet,band_limited_noise,20.0,58.75,0.5562641345303867
2,eegnet,band_limited_noise,20.0,40.76388888888889,0.36929628445013585
3,eegnet,band_limited_noise,20.0,70.0,0.6486319767171713
4,eegnet,band_limited_noise,20.0,40.55555555555556,0.38906036398534444
5,eegnet,band_limited_noise,20.0,28.819444444444446,0.28410657347780965
6,eegnet,band_limited_noise,20.0,40.138888888888886,0.3717138360575317
7,eegnet,band_limited_noise,20.0,33.68055555555556,0.25940114777057255
8,eegnet,band_limited_noise,20.0,68.125,0.6847653472417223
9,eegnet,band_limited_noise,20.0,63.19444444444444,0.6003195019776328
1,gru,band_limited_noise,20.0,50.90277777777778,0.4927392388102497
2,gru,band_limited_noise,20.0,22.22222222222222,0.1986087760445451
3,gru,band_limited_noise,20.0,50.138888888888886,0.49646446686095375
4,gru,band_limited_noise,20.0,34.583333333333336,0.3252068460150858
5,gru,band_limited_noise,20.0,28.333333333333332,0.2526271116952995
6,gru,band_limited_noise,20.0,39.93055555555556,0.387764487571786
7,gru,band_limited_noise,20.0,35.48611111111111,0.290855768444415
8,gru,band_limited_noise,20.0,50.34722222222222,0.474862809752332
9,gru,band_limited_noise,20.0,55.0,0.4943915455392215
1,lstm,band_limited_noise,20.0,49.09722222222222,0.48696939441534404
